zip_code,lat,lng,zip_population,zip_density,county_name,timezone,state_full
21052,39.20238,-76.44379,409.0,392.9,Baltimore,America/New_York,Maryland
21053,39.69296,-76.71567,2929.0,52.1,Baltimore,America/New_York,Maryland
21054,39.02624,-76.67083,16386.0,397.5,Anne Arundel,America/New_York,Maryland
21056,39.07805,-76.4338,291.0,81.6,Anne Arundel,America/New_York,Maryland
21057,39.45111,-76.50606,4386.0,106.6,Baltimore,America/New_York,Maryland
21060,39.16893,-76.58346,39730.0,1182.2,Anne Arundel,America/New_York,Maryland
21061,39.16116,-76.63226,57230.0,1812.6,Anne Arundel,America/New_York,Maryland
21071,39.48516,-76.8081,404.0,103.9,Baltimore,America/New_York,Maryland
21074,39.61746,-76.84351,14777.0,151.4,Carroll,America/New_York,Maryland
21075,39.20414,-76.75301,37363.0,1035.5,Howard,America/New_York,Maryland
21076,39.16856,-76.72239,24268.0,712.9,Anne Arundel,America/New_York,Maryland
21077,39.1583,-76.69953,63.0,55.5,Anne Arundel,America/New_York,Maryland
21078,39.56911,-76.14776,20030.0,256.9,Harford,America/New_York,Maryland
21082,39.48284,-76.46735,626.0,40.2,Baltimore,America/New_York,Maryland
21084,39.61659,-76.46317,7070.0,114.9,Harford,America/New_York,Maryland
21085,39.44462,-76.35601,17307.0,352.2,Harford,America/New_York,Maryland
21087,39.44728,-76.41583,5537.0,146.1,Baltimore,America/New_York,Maryland
21090,39.20919,-76.66796,10652.0,619.3,Anne Arundel,America/New_York,Maryland
21093,39.43773,-76.64318,39100.0,746.3,Baltimore,America/New_York,Maryland
21102,39.68732,-76.84564,12162.0,115.6,Carroll,America/New_York,Maryland
21104,39.35044,-76.90654,6052.0,137.0,Howard,America/New_York,Maryland
21105,39.71512,-76.65225,36.0,161.4,Baltimore,America/New_York,Maryland
21108,39.08932,-76.62139,18643.0,557.4,Anne Arundel,America/New_York,Maryland
21111,39.57568,-76.58089,4714.0,51.5,Baltimore,America/New_York,Maryland
21113,39.05448,-76.71519,36705.0,947.9,Anne Arundel,America/New_York,Maryland
21114,39.00967,-76.6839,25590.0,1709.7,Anne Arundel,America/New_York,Maryland
21117,39.42719,-76.77795,62816.0,816.1,Baltimore,America/New_York,Maryland
21120,39.64723,-76.67703,7440.0,68.4,Baltimore,America/New_York,Maryland
21122,39.11631,-76.49941,61566.0,757.6,Anne Arundel,America/New_York,Maryland
21128,39.40526,-76.44628,15501.0,879.3,Baltimore,America/New_York,Maryland
21130,39.47495,-76.18921,112.0,78.9,Harford,America/New_York,Maryland
21131,39.50338,-76.57486,7141.0,131.1,Baltimore,America/New_York,Maryland
21132,39.69601,-76.42577,3160.0,54.6,Harford,America/New_York,Maryland
21133,39.37705,-76.81174,31398.0,1352.9,Baltimore,America/New_York,Maryland
21136,39.48851,-76.80888,32088.0,220.5,Baltimore,America/New_York,Maryland
21140,38.95062,-76.58569,4417.0,1203.9,Anne Arundel,America/New_York,Maryland
21144,39.12058,-76.67767,37118.0,868.1,Anne Arundel,America/New_York,Maryland
21146,39.07737,-76.55613,28591.0,1089.2,Anne Arundel,America/New_York,Maryland
21152,39.54905,-76.68107,6459.0,103.1,Baltimore,America/New_York,Maryland
21153,39.41649,-76.707,456.0,61.4,Baltimore,America/New_York,Maryland
21154,39.65314,-76.36087,6544.0,64.2,Harford,America/New_York,Maryland
21155,39.57183,-76.80597,3313.0,57.8,Baltimore,America/New_York,Maryland
21156,39.43752,-76.397,204.0,75.0,Baltimore,America/New_York,Maryland
21157,39.54889,-76.98162,38984.0,193.7,Carroll,America/New_York,Maryland
21158,39.6466,-77.03217,22083.0,116.3,Carroll,America/New_York,Maryland
21160,39.70728,-76.30754,2441.0,60.8,Harford,America/New_York,Maryland
21161,39.65983,-76.56475,5221.0,41.5,Harford,America/New_York,Maryland
21162,39.39084,-76.40164,4639.0,251.3,Baltimore,America/New_York,Maryland
21163,39.34024,-76.85706,7539.0,213.4,Baltimore,America/New_York,Maryland
21201,39.29487,-76.62237,18307.0,5567.8,Baltimore,America/New_York,Maryland
21202,39.29705,-76.60747,20683.0,4942.8,Baltimore,America/New_York,Maryland
21204,39.40353,-76.63024,19845.0,1223.6,Baltimore,America/New_York,Maryland
21205,39.30227,-76.56413,13013.0,2449.3,Baltimore,America/New_York,Maryland
21206,39.33932,-76.53706,48902.0,2603.4,Baltimore,America/New_York,Maryland
21207,39.32417,-76.72017,47099.0,1757.8,Baltimore,America/New_York,Maryland
21208,39.38401,-76.72547,37276.0,1146.1,Baltimore,America/New_York,Maryland
21209,39.37261,-76.66802,30126.0,1801.1,Baltimore,America/New_York,Maryland
21210,39.35878,-76.63521,14134.0,1583.0,Baltimore,America/New_York,Maryland
21211,39.32857,-76.6389,14969.0,2015.8,Baltimore,America/New_York,Maryland
21212,39.3678,-76.61456,33974.0,2860.4,Baltimore,America/New_York,Maryland
21213,39.31501,-76.57723,28058.0,3156.8,Baltimore,America/New_York,Maryland
21214,39.35217,-76.5644,21092.0,2914.4,Baltimore,America/New_York,Maryland
21215,39.34578,-76.68367,52229.0,2960.5,Baltimore,America/New_York,Maryland
21216,39.3108,-76.67145,29426.0,3440.4,Baltimore,America/New_York,Maryland
21217,39.30701,-76.63833,30792.0,5607.5,Baltimore,America/New_York,Maryland
21218,39.33031,-76.60235,44014.0,3925.3,Baltimore,America/New_York,Maryland
21219,39.23097,-76.44383,9565.0,304.6,Baltimore,America/New_York,Maryland
21220,39.345,-76.3966,42824.0,780.7,Baltimore,America/New_York,Maryland
21221,39.29462,-76.44034,43487.0,1117.0,Baltimore,America/New_York,Maryland
21222,39.26424,-76.49537,59407.0,1994.0,Baltimore,America/New_York,Maryland
21223,39.28421,-76.65323,19572.0,2877.9,Baltimore,America/New_York,Maryland
21224,39.28309,-76.54088,47465.0,1965.0,Baltimore,America/New_York,Maryland
21225,39.22597,-76.61508,34062.0,2035.4,Anne Arundel,America/New_York,Maryland
21226,39.2078,-76.5627,6674.0,263.6,Baltimore,America/New_York,Maryland
21227,39.24024,-76.67913,34907.0,1189.3,Baltimore,America/New_York,Maryland
21228,39.27272,-76.74687,50492.0,1251.5,Baltimore,America/New_York,Maryland
21229,39.28509,-76.69083,46679.0,3036.1,Baltimore,America/New_York,Maryland
21230,39.26651,-76.62213,32977.0,2015.3,Baltimore,America/New_York,Maryland
21231,39.28775,-76.592,14969.0,6662.9,Baltimore,America/New_York,Maryland
21234,39.395,-76.53252,66334.0,1917.9,Baltimore,America/New_York,Maryland
21236,39.38789,-76.48552,39514.0,1710.5,Baltimore,America/New_York,Maryland
21237,39.33938,-76.49456,31425.0,1078.2,Baltimore,America/New_York,Maryland
21239,39.36517,-76.58709,27346.0,3602.7,Baltimore,America/New_York,Maryland
21240,39.17483,-76.67181,0.0,0.0,Anne Arundel,America/New_York,Maryland
21244,39.3342,-76.78217,38208.0,1043.6,Baltimore,America/New_York,Maryland
21285,39.3875,-76.61702,3.0,6.5,Baltimore,America/New_York,Maryland
21286,39.41374,-76.57375,21853.0,981.8,Baltimore,America/New_York,Maryland
21401,38.98967,-76.5505,38629.0,748.3,Anne Arundel,America/New_York,Maryland
21402,38.98816,-76.47202,4303.0,887.0,Anne Arundel,America/New_York,Maryland
21403,38.94433,-76.49296,32681.0,1359.8,Anne Arundel,America/New_York,Maryland
21409,39.01968,-76.44738,20289.0,559.4,Anne Arundel,America/New_York,Maryland
21502,39.64143,-78.75609,41015.0,172.0,Allegany,America/New_York,Maryland
21520,39.63661,-79.30786,1918.0,13.1,Garrett,America/New_York,Maryland
21521,39.55042,-79.04836,1400.0,22.7,Garrett,America/New_York,Maryland
21523,39.47956,-79.07925,150.0,77.7,Garrett,America/New_York,Maryland
21524,39.70666,-78.80203,710.0,76.4,Allegany,America/New_York,Maryland
21529,39.71692,-78.77474,514.0,215.0,Allegany,America/New_York,Maryland
21530,39.68878,-78.54138,1404.0,8.9,Allegany,America/New_York,Maryland
21531,39.64862,-79.42221,2487.0,15.7,Garrett,America/New_York,Maryland
21532,39.65559,-78.96025,13647.0,71.1,Allegany,America/New_York,Maryland
21536,39.65619,-79.16924,3833.0,15.1,Garrett,America/New_York,Maryland
21538,39.40133,-79.22109,678.0,14.6,Garrett,America/New_York,Maryland
21539,39.59828,-79.01074,1975.0,20.6,Garrett,America/New_York,Maryland
21540,39.47659,-79.05929,89.0,128.9,Allegany,America/New_York,Maryland
21541,39.55727,-79.36732,1335.0,22.3,Garrett,America/New_York,Maryland
21543,39.64157,-78.96231,185.0,29.0,Allegany,America/New_York,Maryland
21545,39.6991,-78.86513,1694.0,41.1,Allegany,America/New_York,Maryland
21550,39.39107,-79.39085,13691.0,25.7,Garrett,America/New_York,Maryland
21555,39.58777,-78.55685,1470.0,5.8,Allegany,America/New_York,Maryland
21557,39.5191,-78.92353,1481.0,21.4,Allegany,America/New_York,Maryland
21560,39.56508,-78.70632,9.0,6.2,Allegany,America/New_York,Maryland
21561,39.49976,-79.20482,2412.0,9.1,Garrett,America/New_York,Maryland
21562,39.50326,-79.05046,3032.0,40.5,Allegany,America/New_York,Maryland
21601,38.79275,-76.08242,24671.0,89.0,Talbot,America/New_York,Maryland
21607,39.13398,-75.85644,597.0,15.5,Queen Anne's,America/New_York,Maryland
21610,39.3652,-76.06845,391.0,141.9,Kent,America/New_York,Maryland
21612,38.74928,-76.27695,470.0,32.8,Talbot,America/New_York,Maryland
21613,38.49537,-76.07169,17926.0,45.0,Dorchester,America/New_York,Maryland
21617,39.04985,-76.03819,10428.0,37.1,Queen Anne's,America/New_York,Maryland
21619,38.95285,-76.27939,6152.0,255.8,Queen Anne's,America/New_York,Maryland
21620,39.20667,-76.08739,13810.0,44.9,Kent,America/New_York,Maryland
21622,38.40821,-76.17381,420.0,2.5,Dorchester,America/New_York,Maryland
21623,39.11915,-75.96268,2669.0,28.4,Queen Anne's,America/New_York,Maryland
21624,38.83407,-76.27212,162.0,26.9,Talbot,America/New_York,Maryland
21625,38.86925,-75.99216,1766.0,16.6,Talbot,America/New_York,Maryland
21626,38.33902,-76.08398,256.0,3.9,Dorchester,America/New_York,Maryland
21627,38.23528,-76.04967,26.0,6.0,Dorchester,America/New_York,Maryland
21628,39.23577,-75.92238,248.0,102.0,Queen Anne's,America/New_York,Maryland
21629,38.86111,-75.82753,10252.0,47.3,Caroline,America/New_York,Maryland
21631,38.58784,-75.94598,2429.0,38.8,Dorchester,America/New_York,Maryland
21632,38.72287,-75.77478,6436.0,31.9,Caroline,America/New_York,Maryland
21634,38.27995,-76.185,465.0,39.7,Dorchester,America/New_York,Maryland
21635,39.34006,-75.83826,2085.0,26.2,Kent,America/New_York,Maryland
21636,39.0261,-75.79839,1097.0,18.0,Caroline,America/New_York,Maryland
21638,38.94513,-76.20263,5420.0,211.4,Queen Anne's,America/New_York,Maryland
21639,38.96533,-75.7928,4682.0,54.6,Caroline,America/New_York,Maryland
21640,39.07036,-75.82533,1163.0,17.5,Caroline,America/New_York,Maryland
21641,38.91696,-75.94161,127.0,362.4,Caroline,America/New_York,Maryland
21643,38.6442,-75.87124,5392.0,45.1,Dorchester,America/New_York,Maryland
21644,39.11728,-75.87441,81.0,8.6,Queen Anne's,America/New_York,Maryland
21645,39.31979,-75.96216,959.0,8.8,Kent,America/New_York,Maryland
21647,38.80114,-76.2831,320.0,36.8,Talbot,America/New_York,Maryland
21648,38.4966,-76.23386,172.0,7.1,Dorchester,America/New_York,Maryland
21649,39.1366,-75.77453,1890.0,34.7,Queen Anne's,America/New_York,Maryland
21650,39.31286,-75.80795,265.0,10.6,Kent,America/New_York,Maryland
21651,39.25821,-75.85802,2290.0,21.8,Kent,America/New_York,Maryland
21652,38.72028,-76.28108,155.0,114.4,Talbot,America/New_York,Maryland
21653,38.74704,-76.17744,84.0,175.5,Talbot,America/New_York,Maryland
21654,38.6908,-76.12518,1179.0,41.0,Talbot,America/New_York,Maryland
21655,38.74601,-75.92103,5053.0,37.0,Caroline,America/New_York,Maryland
21657,38.9534,-75.99042,1354.0,17.2,Queen Anne's,America/New_York,Maryland
21658,38.94071,-76.13819,3632.0,36.0,Queen Anne's,America/New_York,Maryland
21659,38.57442,-75.79985,1601.0,14.1,Dorchester,America/New_York,Maryland
21660,38.95534,-75.88839,4132.0,48.8,Caroline,America/New_York,Maryland
21661,39.12905,-76.21967,2613.0,30.5,Kent,America/New_York,Maryland
21662,38.7136,-76.20209,546.0,25.2,Talbot,America/New_York,Maryland
21663,38.78333,-76.23303,3764.0,119.2,Talbot,America/New_York,Maryland
21664,38.6081,-75.94732,635.0,841.8,Dorchester,America/New_York,Maryland
21665,38.75158,-76.34469,229.0,16.8,Talbot,America/New_York,Maryland
21666,38.93956,-76.33272,14394.0,254.1,Queen Anne's,America/New_York,Maryland
21667,39.34377,-76.05188,291.0,16.1,Kent,America/New_York,Maryland
21668,39.18967,-75.85139,2011.0,17.1,Queen Anne's,America/New_York,Maryland
21669,38.45897,-76.28509,160.0,4.2,Dorchester,America/New_York,Maryland
21671,38.69658,-76.33562,727.0,132.8,Talbot,America/New_York,Maryland
21672,38.27707,-76.06148,161.0,6.4,Dorchester,America/New_York,Maryland
21673,38.65235,-76.04163,2843.0,21.2,Talbot,America/New_York,Maryland
21675,38.29011,-76.0884,38.0,5.2,Dorchester,America/New_York,Maryland
21676,38.78628,-76.30548,439.0,42.5,Talbot,America/New_York,Maryland
21677,38.48454,-76.18544,436.0,12.9,Dorchester,America/New_York,Maryland
21678,39.30889,-76.10336,1658.0,17.4,Kent,America/New_York,Maryland
21679,38.91722,-76.08875,306.0,15.1,Talbot,America/New_York,Maryland
21701,39.44729,-77.33512,43048.0,418.6,Frederick,America/New_York,Maryland
21702,39.48019,-77.4578,49605.0,459.1,Frederick,America/New_York,Maryland
21703,39.36961,-77.47088,41960.0,505.8,Frederick,America/New_York,Maryland
21704,39.3506,-77.3735,20006.0,290.0,Frederick,America/New_York,Maryland
21705,39.40887,-77.41002,6.0,97.9,Frederick,America/New_York,Maryland
21710,39.29652,-77.44941,4661.0,61.3,Frederick,America/New_York,Maryland
21711,39.66808,-78.01247,929.0,14.6,Washington,America/New_York,Maryland
21713,39.52618,-77.66933,9846.0,96.1,Washington,America/New_York,Maryland
21714,39.41059,-77.51003,95.0,82.4,Frederick,America/New_York,Maryland
21715,39.37879,-77.66063,20.0,31.4,Washington,America/New_York,Maryland
21716,39.31798,-77.6262,7200.0,1018.1,Frederick,America/New_York,Maryland
21717,39.33865,-77.43147,245.0,156.2,Frederick,America/New_York,Maryland
21718,39.39343,-77.62734,134.0,155.9,Frederick,America/New_York,Maryland
21719,39.70501,-77.49977,1178.0,110.0,Washington,America/New_York,Maryland
21722,39.66575,-77.91457,6721.0,45.6,Washington,America/New_York,Maryland
21723,39.32825,-77.01056,669.0,71.6,Howard,America/New_York,Maryland
21727,39.68865,-77.33096,6052.0,74.5,Frederick,America/New_York,Maryland
21733,39.55004,-77.75838,1275.0,84.3,Washington,America/New_York,Maryland
21734,39.60583,-77.70382,1076.0,859.8,Washington,America/New_York,Maryland
21737,39.2543,-77.01959,2474.0,186.5,Howard,America/New_York,Maryland
21738,39.27973,-77.02554,3696.0,204.5,Howard,America/New_York,Maryland
21740,39.63233,-77.73902,64792.0,352.9,Washington,America/New_York,Maryland
21742,39.67363,-77.65928,34069.0,282.9,Washington,America/New_York,Maryland
21750,39.68698,-78.2129,3417.0,21.4,Washington,America/New_York,Maryland
21754,39.33684,-77.31131,8156.0,144.2,Frederick,America/New_York,Maryland
21755,39.36101,-77.56887,5909.0,66.5,Frederick,America/New_York,Maryland
21756,39.45758,-77.70118,3640.0,60.3,Washington,America/New_York,Maryland
21757,39.59902,-77.25906,2671.0,29.3,Carroll,America/New_York,Maryland
21758,39.34567,-77.66265,4409.0,53.2,Washington,America/New_York,Maryland
21762,39.48058,-77.24842,139.0,120.0,Frederick,America/New_York,Maryland
21766,39.65928,-78.39859,854.0,8.1,Allegany,America/New_York,Maryland
21767,39.69773,-77.74638,1031.0,1156.6,Washington,America/New_York,Maryland
21769,39.44582,-77.56489,11965.0,115.1,Frederick,America/New_York,Maryland
21770,39.35245,-77.25791,8751.0,295.1,Frederick,America/New_York,Maryland
21771,39.3955,-77.15869,33031.0,142.5,Frederick,America/New_York,Maryland
21773,39.53725,-77.55301,5826.0,62.0,Frederick,America/New_York,Maryland
21774,39.4088,-77.27844,17134.0,467.2,Frederick,America/New_York,Maryland
21776,39.51861,-77.10376,6261.0,68.2,Carroll,America/New_York,Maryland
21777,39.27918,-77.5287,2462.0,861.5,Frederick,America/New_York,Maryland
21778,39.61576,-77.33754,745.0,15.8,Frederick,America/New_York,Maryland
21779,39.42447,-77.65398,1311.0,52.0,Washington,America/New_York,Maryland
21780,39.67676,-77.46777,2159.0,37.8,Frederick,America/New_York,Maryland
21782,39.4552,-77.75995,3704.0,48.8,Washington,America/New_York,Maryland
21783,39.64885,-77.55903,9910.0,80.4,Washington,America/New_York,Maryland
21784,39.40087,-76.9726,39258.0,270.0,Carroll,America/New_York,Maryland
21787,39.67169,-77.17317,11645.0,73.6,Carroll,America/New_York,Maryland
21788,39.59429,-77.41958,11654.0,68.8,Frederick,America/New_York,Maryland
21790,39.25908,-77.49559,170.0,13.8,Frederick,America/New_York,Maryland
21791,39.54267,-77.18713,5340.0,44.8,Frederick,America/New_York,Maryland
21793,39.48963,-77.34357,10719.0,193.8,Frederick,America/New_York,Maryland
21794,39.29705,-76.97388,2192.0,103.7,Howard,America/New_York,Maryland
21795,39.582,-77.82733,10144.0,121.9,Washington,America/New_York,Maryland
21797,39.33284,-77.07002,8643.0,76.4,Howard,America/New_York,Maryland
21798,39.53858,-77.29985,2928.0,69.4,Frederick,America/New_York,Maryland
21801,38.38106,-75.64073,30088.0,289.6,Wicomico,America/New_York,Maryland
21804,38.31726,-75.53673,40430.0,227.6,Wicomico,America/New_York,Maryland
21810,38.29005,-75.68887,55.0,44.7,Wicomico,America/New_York,Maryland
21811,38.31977,-75.22024,24377.0,92.7,Worcester,America/New_York,Maryland
21813,38.42658,-75.17293,2999.0,42.2,Worcester,America/New_York,Maryland
21814,38.29176,-75.88669,217.0,23.5,Wicomico,America/New_York,Maryland
21817,37.98081,-75.83537,4417.0,117.9,Somerset,America/New_York,Maryland
21821,38.16664,-75.90611,797.0,20.9,Somerset,America/New_York,Maryland
21822,38.28129,-75.65566,2926.0,29.5,Wicomico,America/New_York,Maryland
21824,37.97982,-76.02871,264.0,44.7,Somerset,America/New_York,Maryland
21826,38.32077,-75.62353,5451.0,520.9,Wicomico,America/New_York,Maryland
21829,38.09892,-75.38324,396.0,9.1,Worcester,America/New_York,Maryland
21830,38.40202,-75.72841,5200.0,61.1,Wicomico,America/New_York,Maryland
21835,38.53355,-75.93758,312.0,11.4,Dorchester,America/New_York,Maryland
21837,38.4594,-75.76731,2891.0,25.4,Wicomico,America/New_York,Maryland
21838,38.01452,-75.73098,1873.0,13.2,Somerset,America/New_York,Maryland
21840,38.25814,-75.89276,576.0,42.2,Wicomico,America/New_York,Maryland
21841,38.24385,-75.29588,793.0,10.9,Worcester,America/New_York,Maryland
21842,38.3778,-75.09084,11226.0,473.2,Worcester,America/New_York,Maryland
21849,38.37006,-75.46064,3388.0,35.5,Wicomico,America/New_York,Maryland
21850,38.36171,-75.39867,3850.0,52.9,Wicomico,America/New_York,Maryland
21851,38.07825,-75.54375,7297.0,27.2,Worcester,America/New_York,Maryland
21853,38.20453,-75.7102,10537.0,35.4,Somerset,America/New_York,Maryland
21856,38.33807,-75.79224,1037.0,12.0,Wicomico,America/New_York,Maryland
21861,38.53525,-75.72834,920.0,136.4,Wicomico,America/New_York,Maryland
21862,38.39716,-75.21514,30.0,11.0,Worcester,America/New_York,Maryland
21863,38.19167,-75.40327,5281.0,16.6,Worcester,America/New_York,Maryland
21864,38.04355,-75.40532,606.0,10.3,Worcester,America/New_York,Maryland
21865,38.28605,-75.83296,320.0,6.7,Wicomico,America/New_York,Maryland
21866,37.9672,-76.02137,81.0,254.4,Somerset,America/New_York,Maryland
21867,38.11025,-75.79399,60.0,98.5,Somerset,America/New_York,Maryland
21869,38.43246,-75.89012,827.0,3.7,Dorchester,America/New_York,Maryland
21871,38.10489,-75.73127,1764.0,10.1,Somerset,America/New_York,Maryland
21872,38.4163,-75.29399,661.0,15.6,Worcester,America/New_York,Maryland
21874,38.39266,-75.35417,1693.0,23.1,Wicomico,America/New_York,Maryland
21875,38.44038,-75.54559,7646.0,121.2,Wicomico,America/New_York,Maryland
21901,39.58593,-75.95821,19514.0,155.2,Cecil,America/New_York,Maryland
21902,39.55229,-76.06157,340.0,151.5,Cecil,America/New_York,Maryland
21903,39.57274,-76.04378,5692.0,172.8,Cecil,America/New_York,Maryland
21904,39.62303,-76.07812,6233.0,102.0,Cecil,America/New_York,Maryland
21911,39.68931,-76.03886,10551.0,108.8,Cecil,America/New_York,Maryland
21912,39.42486,-75.81607,1536.0,17.5,Cecil,America/New_York,Maryland
21913,39.40973,-75.87073,820.0,261.9,Cecil,America/New_York,Maryland
21914,39.57256,-75.98158,810.0,427.9,Cecil,America/New_York,Maryland
21915,39.50095,-75.84764,2471.0,41.9,Cecil,America/New_York,Maryland
21917,39.67106,-76.09823,2233.0,110.2,Cecil,America/New_York,Maryland
21918,39.68327,-76.16662,4169.0,91.6,Cecil,America/New_York,Maryland
21919,39.42047,-75.93372,3626.0,32.7,Cecil,America/New_York,Maryland
21920,39.65675,-75.83449,1413.0,551.5,Cecil,America/New_York,Maryland
21921,39.62568,-75.85904,45527.0,185.6,Cecil,America/New_York,Maryland
21930,39.37198,-75.89115,25.0,13.1,Cecil,America/New_York,Maryland
22003,38.8308,-77.21402,57755.0,1765.0,Fairfax,America/New_York,Virginia
22015,38.78784,-77.28136,44647.0,2031.2,Fairfax,America/New_York,Virginia
22025,38.59874,-77.3491,19356.0,775.9,Prince William,America/New_York,Virginia
22026,38.56717,-77.29476,22897.0,1053.4,Prince William,America/New_York,Virginia
22027,38.89411,-77.22159,1939.0,1175.0,Fairfax,America/New_York,Virginia
22030,38.83891,-77.34188,61332.0,1217.8,Fairfax,America/New_York,Virginia
22031,38.85954,-77.2599,37276.0,2019.4,Fairfax,America/New_York,Virginia
22032,38.82012,-77.29032,29240.0,1562.6,Fairfax,America/New_York,Virginia
22033,38.87564,-77.38419,39526.0,1951.4,Fairfax,America/New_York,Virginia
22035,38.85628,-77.36269,0.0,0.0,Fairfax,America/New_York,Virginia
22039,38.74992,-77.31536,19626.0,320.9,Fairfax,America/New_York,Virginia
22041,38.8485,-77.14212,29183.0,4060.6,Fairfax,America/New_York,Virginia
22042,38.86463,-77.19406,35483.0,2133.6,Fairfax,America/New_York,Virginia
22043,38.90076,-77.19746,25750.0,2127.8,Fairfax,America/New_York,Virginia
22044,38.85957,-77.15627,13996.0,2522.8,Fairfax,America/New_York,Virginia
22046,38.88696,-77.18025,18169.0,2575.4,Falls Church,America/New_York,Virginia
22060,38.70525,-77.15636,10641.0,312.8,Fairfax,America/New_York,Virginia
22066,39.01032,-77.30258,17185.0,259.4,Fairfax,America/New_York,Virginia
22079,38.67998,-77.2055,35284.0,479.3,Fairfax,America/New_York,Virginia
22101,38.9386,-77.16513,30953.0,912.1,Fairfax,America/New_York,Virginia
22102,38.95199,-77.22901,29184.0,915.6,Fairfax,America/New_York,Virginia
22124,38.8909,-77.33025,18091.0,676.4,Fairfax,America/New_York,Virginia
22125,38.68217,-77.26073,681.0,1734.9,Prince William,America/New_York,Virginia
22134,38.53186,-77.409,8310.0,68.1,Stafford,America/New_York,Virginia
22150,38.77198,-77.18605,27955.0,1415.9,Fairfax,America/New_York,Virginia
22151,38.80283,-77.2096,17017.0,1291.5,Fairfax,America/New_York,Virginia
22152,38.77564,-77.23149,28814.0,1845.2,Fairfax,America/New_York,Virginia
22153,38.74443,-77.23451,32664.0,1423.7,Fairfax,America/New_York,Virginia
22172,38.5742,-77.3895,11490.0,215.4,Prince William,America/New_York,Virginia
22180,38.89619,-77.25426,26568.0,1741.0,Fairfax,America/New_York,Virginia
22181,38.9053,-77.29466,15760.0,1090.2,Fairfax,America/New_York,Virginia
22182,38.93611,-77.2736,27783.0,858.6,Fairfax,America/New_York,Virginia
22191,38.6249,-77.26849,73623.0,1842.6,Prince William,America/New_York,Virginia
22192,38.68358,-77.31821,59794.0,1202.2,Prince William,America/New_York,Virginia
22193,38.64233,-77.34881,81588.0,1723.1,Prince William,America/New_York,Virginia
22201,38.88684,-77.09501,37473.0,6304.7,Arlington,America/New_York,Virginia
22202,38.8569,-77.05175,27715.0,2728.7,Arlington,America/New_York,Virginia
22203,38.87377,-77.1164,26594.0,6541.6,Arlington,America/New_York,Virginia
22204,38.86076,-77.09894,51921.0,4867.5,Arlington,America/New_York,Virginia
22205,38.88337,-77.13948,17738.0,2510.5,Arlington,America/New_York,Virginia
22206,38.8442,-77.0886,20703.0,3878.3,Arlington,America/New_York,Virginia
22207,38.90665,-77.12384,35479.0,2122.8,Arlington,America/New_York,Virginia
22209,38.89413,-77.07309,14154.0,7298.9,Arlington,America/New_York,Virginia
22211,38.88011,-77.07482,947.0,339.7,Arlington,America/New_York,Virginia
22213,38.89459,-77.16239,4021.0,2624.1,Arlington,America/New_York,Virginia
22301,38.81995,-77.05934,13665.0,3801.3,Alexandria,America/New_York,Virginia
22302,38.82799,-77.08432,18026.0,3069.4,Alexandria,America/New_York,Virginia
22303,38.794,-77.08175,16922.0,3399.0,Fairfax,America/New_York,Virginia
22304,38.81361,-77.11498,48613.0,3873.0,Alexandria,America/New_York,Virginia
22305,38.83655,-77.06234,17214.0,4991.2,Alexandria,America/New_York,Virginia
22306,38.75655,-77.09254,30602.0,1741.1,Fairfax,America/New_York,Virginia
22307,38.7708,-77.05694,10343.0,1282.4,Fairfax,America/New_York,Virginia
22308,38.72957,-77.05876,14090.0,1226.6,Fairfax,America/New_York,Virginia
22309,38.71931,-77.10724,34316.0,1760.3,Fairfax,America/New_York,Virginia
22310,38.78447,-77.12231,28136.0,1611.1,Fairfax,America/New_York,Virginia
22311,38.83442,-77.12313,19337.0,4824.2,Alexandria,America/New_York,Virginia
22312,38.81685,-77.15372,26768.0,2016.3,Fairfax,America/New_York,Virginia
22314,38.80732,-77.0563,36612.0,3819.0,Alexandria,America/New_York,Virginia
22315,38.75735,-77.14803,30404.0,2131.7,Fairfax,America/New_York,Virginia
22401,38.29928,-77.48704,28731.0,1070.2,Fredericksburg,America/New_York,Virginia
22405,38.31568,-77.40377,36890.0,267.2,Stafford,America/New_York,Virginia
22406,38.39964,-77.55596,27367.0,145.3,Stafford,America/New_York,Virginia
22407,38.28581,-77.58055,65425.0,414.1,Spotsylvania,America/New_York,Virginia
22408,38.21916,-77.44013,31586.0,257.6,Spotsylvania,America/New_York,Virginia
22427,38.07177,-77.28624,4356.0,15.9,Caroline,America/New_York,Virginia
22432,37.8637,-76.35043,256.0,31.3,Northumberland,America/New_York,Virginia
22433,38.35875,-77.86093,111.0,11.5,Orange,America/New_York,Virginia
22435,37.97216,-76.57288,2215.0,33.6,Northumberland,America/New_York,Virginia
22436,38.04698,-77.07471,791.0,10.5,Essex,America/New_York,Virginia
22437,37.7764,-76.8156,582.0,6.0,King and Queen,America/New_York,Virginia
22438,38.03788,-76.99971,252.0,2.4,Essex,America/New_York,Virginia
22443,38.18078,-76.99776,10011.0,65.2,Westmoreland,America/New_York,Virginia
22448,38.33996,-77.03238,765.0,72.1,King George,America/New_York,Virginia
22454,37.83599,-76.85032,2290.0,19.7,Essex,America/New_York,Virginia
22460,37.87612,-76.60692,1757.0,11.8,Richmond,America/New_York,Virginia
22469,38.0667,-76.64749,1967.0,24.9,Westmoreland,America/New_York,Virginia
22472,37.95897,-76.67257,960.0,1446.5,Richmond,America/New_York,Virginia
